1.000000000000000000e+04,7.507595000000000027e+02,0.000000000000000000e+00
1.000100000000000000e+04,6.714188000000000329e+02,0.000000000000000000e+00
1.000200000000000000e+04,6.667423000000000002e+02,0.000000000000000000e+00
1.000400000000000000e+04,7.716464999999999463e+02,2.000000000000000042e-02
1.000500000000000000e+04,7.394755999999999858e+02,0.000000000000000000e+00
1.000600000000000000e+04,5.191390999999999849e+02,0.000000000000000000e+00
1.000700000000000000e+04,8.904787999999999784e+02,2.999999999999999889e-02
1.000800000000000000e+04,1.309892299999999977e+03,5.999999999999999778e-02
1.000900000000000000e+04,6.147551999999999452e+02,0.000000000000000000e+00
1.001000000000000000e+04,6.944719000000000051e+02,2.000000000000000042e-02
1.001100000000000000e+04,5.749474999999999909e+02,0.000000000000000000e+00
1.001200000000000000e+04,6.209964999999999691e+02,0.000000000000000000e+00
1.001300000000000000e+04,7.181580000000000155e+02,2.000000000000000042e-02
1.001400000000000000e+04,6.129366999999999734e+02,0.000000000000000000e+00
1.001600000000000000e+04,7.532068000000000438e+02,0.000000000000000000e+00
1.001700000000000000e+04,6.568450000000000273e+02,0.000000000000000000e+00
1.001800000000000000e+04,1.181919699999999921e+03,2.000000000000000042e-02
1.001900000000000000e+04,6.119805999999999813e+02,1.000000000000000021e-02
1.002000000000000000e+04,7.216417000000000144e+02,1.000000000000000021e-02
1.002100000000000000e+04,6.738787999999999556e+02,1.000000000000000021e-02
1.002200000000000000e+04,6.939616999999999507e+02,2.000000000000000042e-02
1.002400000000000000e+04,6.758150000000000546e+02,1.000000000000000021e-02
1.002500000000000000e+04,6.574627000000000407e+02,1.000000000000000021e-02
1.002600000000000000e+04,5.841961999999999762e+02,0.000000000000000000e+00
1.002700000000000000e+04,7.319723000000000184e+02,1.000000000000000021e-02
1.002800000000000000e+04,9.408812000000000353e+02,0.000000000000000000e+00
1.002900000000000000e+04,5.682287999999999784e+02,1.000000000000000021e-02
1.003000000000000000e+04,7.537073000000000320e+02,0.000000000000000000e+00
1.003200000000000000e+04,7.661497000000000526e+02,1.000000000000000021e-02
